"status"	"family"	"pval"	"qval"	"gene_short_name"	"cluster"	"avg_logFC"
"20"	"OK"	"negbinomial.size"	3.9650225599675e-11	2.66528816481015e-08	"JUND"	"3"	0.821461589021836
"21"	"OK"	"negbinomial.size"	9.83659625562055e-11	6.29729524097917e-08	"RGS2"	"3"	0.829206249567178
"22"	"OK"	"negbinomial.size"	1.30985766945342e-10	8.00442114005989e-08	"ID2"	"3"	0.555271683225227
"23"	"OK"	"negbinomial.size"	2.0338905228262e-09	1.18885322560328e-06	"IER2"	"3"	0.529003331069751
"24"	"OK"	"negbinomial.size"	2.162940252906e-09	1.21160703166951e-06	"RHOB"	"3"	0.881374555139714
"25"	"OK"	"negbinomial.size"	1.09931687158909e-08	5.91168640865752e-06	"REL"	"3"	0.358769381917301
"26"	"OK"	"negbinomial.size"	1.22321180782566e-08	6.32494597861851e-06	"IER5"	"3"	0.534505955596206
"27"	"OK"	"negbinomial.size"	1.65763442404439e-08	8.25379155438991e-06	"ADAMTS1"	"1"	0.421340124970252
"28"	"OK"	"negbinomial.size"	8.12251909267134e-08	3.89996952435263e-05	"SOCS3"	"3"	0.527984820237678
"29"	"OK"	"negbinomial.size"	1.65366982927334e-07	7.66618523612097e-05	"GLUL"	"3"	0.632491500400406
"30"	"OK"	"negbinomial.size"	2.08956016987524e-07	9.36401564126758e-05	"HSP90AA1"	"3"	0.637345415565025
"31"	"OK"	"negbinomial.size"	2.41939082283327e-07	0.00010419943820256	"GIGYF2"	"1"	0.269160371057438
"32"	"OK"	"negbinomial.size"	2.48020084980804e-07	0.00010419943820256	"LYZ2"	"1"	0.785559908137929
"33"	"OK"	"negbinomial.size"	8.49550091879045e-07	0.000346101558643087	"GADD45B"	"3"	0.29508298396564
"34"	"OK"	"negbinomial.size"	2.45606875281362e-06	0.00097115847978901	"SGK1"	"3"	0.608924448326437
"35"	"OK"	"negbinomial.size"	3.54806187765346e-06	0.00136286125380495	"KLF4"	"3"	0.41407709692508
"36"	"OK"	"negbinomial.size"	4.40090353407838e-06	0.00164349297533749	"MYC"	"3"	0.440977124521578
"37"	"OK"	"negbinomial.size"	5.01547493278292e-06	0.0018223795944955	"GM12346"	"3"	0.373287491940915
"38"	"OK"	"negbinomial.size"	5.22344354410578e-06	0.00184799934228837	"CCL3"	"3"	0.527866568184642
"39"	"OK"	"negbinomial.size"	1.0177764383315e-05	0.00350845806075094	"NDEL1"	"3"	0.242652737805885
"40"	"OK"	"negbinomial.size"	1.26458925231671e-05	0.00416688501163436	"CCNL1"	"3"	0.506239530402205
"41"	"OK"	"negbinomial.size"	1.27076975213485e-05	0.00416688501163436	"UBB"	"3"	0.529397699514268
"42"	"OK"	"negbinomial.size"	1.7436449072163e-05	0.00551543188547889	"CD14"	"3"	0.515958527268363
"43"	"OK"	"negbinomial.size"	1.78636138452164e-05	0.00551543188547889	"GPR84"	"1"	0.251730441646359
"44"	"OK"	"negbinomial.size"	1.80511010830907e-05	0.00551543188547889	"NR4A1"	"3"	0.338491980591771
"45"	"OK"	"negbinomial.size"	1.92258420969262e-05	0.00574382713669057	"BOD1L"	"1"	0.242976835181794
"46"	"OK"	"negbinomial.size"	2.49163777572866e-05	0.00728208222976002	"FAM193B"	"3"	0.17745682961718
"47"	"OK"	"negbinomial.size"	2.74108331003196e-05	0.0078406646851212	"HIST1H1C"	"3"	0.386216947479428
"48"	"OK"	"negbinomial.size"	3.18651567653438e-05	0.00892489932402672	"GM5963"	"2"	0.389966530823425
"49"	"OK"	"negbinomial.size"	3.30470924250801e-05	0.00906704307270974	"SIRT2"	"1"	0.244769405588124
"50"	"OK"	"negbinomial.size"	3.7818163689162e-05	0.0101685478527419	"TLN1"	"1"	0.121027450305711
"51"	"OK"	"negbinomial.size"	4.39215929844208e-05	0.0115780763937755	"ECI2"	"3"	0.210845359819594
"52"	"OK"	"negbinomial.size"	4.7804862306012e-05	0.0123593955546543	"ARIH2"	"3"	0.188855144567641
"53"	"OK"	"negbinomial.size"	5.27715534746416e-05	0.0133860521681714	"CASP4"	"3"	0.147697395872043
"54"	"OK"	"negbinomial.size"	5.50963069983803e-05	0.0137169398386338	"ZMPSTE24"	"3"	0.303479916759525
"55"	"OK"	"negbinomial.size"	5.88312784742563e-05	0.0143805037783255	"H2.D1"	"3"	0.354183017821326
"56"	"OK"	"negbinomial.size"	6.81508709856113e-05	0.0163610769559028	"PPP1R15A"	"3"	0.411199502353412
"57"	"OK"	"negbinomial.size"	7.37988585323724e-05	0.017406172879109	"SNAPC1"	"3"	0.229284179256478
"58"	"OK"	"negbinomial.size"	8.10720077886302e-05	0.0187919322881094	"ZFAND5"	"3"	0.280936935061493
"59"	"OK"	"negbinomial.size"	9.65608369808012e-05	0.0220027778367778	"TXNIP"	"3"	0.426586826504533
"60"	"OK"	"negbinomial.size"	0.000103544659168078	0.0228205638992728	"PCF11"	"1"	0.275809644822382
"61"	"OK"	"negbinomial.size"	0.000101881362441045	0.0228205638992728	"TBCA"	"3"	0.164393383584955
"62"	"OK"	"negbinomial.size"	0.000140755278571147	0.0297785387838455	"2810474O19RIK"	"3"	0.364625105180307
"63"	"OK"	"negbinomial.size"	0.000137644754741293	0.0297785387838455	"CCRL2"	"3"	0.218253238165563
"64"	"OK"	"negbinomial.size"	0.000143792434004542	0.0297785387838455	"INTS10"	"3"	0.264057417409765
"65"	"OK"	"negbinomial.size"	0.000143975380909696	0.0297785387838455	"SWT1"	"3"	0.283590818611284
"66"	"OK"	"negbinomial.size"	0.000155770346203098	0.0317299474902189	"APOE"	"3"	0.376012598715233
"67"	"OK"	"negbinomial.size"	0.000158954685527672	0.0318953252572242	"PLXNA4"	"3"	0.232385442494669
"68"	"OK"	"negbinomial.size"	0.000186234353983633	0.0362860094921154	"FAM49B"	"1"	0.218278897429934
"69"	"OK"	"negbinomial.size"	0.000183849014095895	0.0362860094921154	"LMAN1"	"1"	0.198108719742241
"70"	"OK"	"negbinomial.size"	0.000192943314440123	0.0370561417047574	"CD86"	"3"	0.0985398514347842
"71"	"OK"	"negbinomial.size"	0.000202697033397656	0.0373295742054533	"PRPF39"	"3"	0.23042280237585
"72"	"OK"	"negbinomial.size"	0.000201350040850232	0.0373295742054533	"TTR"	"2"	0.39793818267121
"73"	"OK"	"negbinomial.size"	0.000202676908261784	0.0373295742054533	"ZFP36L1"	"3"	0.341474093043872
"74"	"OK"	"negbinomial.size"	0.000225602206483532	0.0409864332968191	"SKIL"	"3"	0.240910802621936
"75"	"OK"	"negbinomial.size"	0.000236275418045921	0.0423531562694582	"NFIC"	"3"	0.28496734861324
"76"	"OK"	"negbinomial.size"	0.000244089428081352	0.0431781351463908	"A930011G23RIK"	"3"	0.208106545565608
"77"	"OK"	"negbinomial.size"	0.000256640118477644	0.0439575547966583	"AS3MT"	"3"	0.202919390514068
"78"	"OK"	"negbinomial.size"	0.000252798123104224	0.0439575547966583	"PCNT"	"1"	0.138852191738105
"79"	"OK"	"negbinomial.size"	0.000258304584121988	0.0439575547966583	"TUBB2A"	"3"	0.261183578691996
"80"	"OK"	"negbinomial.size"	0.000285280083984998	0.047941318113679	"HSPA1B"	"3"	0.415769865437259
"81"	"OK"	"negbinomial.size"	0.000300399003327315	0.0498588172929929	"GPX1"	"1"	0.286497493722213
"82"	"OK"	"negbinomial.size"	0.000314817298120652	0.0516146799504151	"MALSU1"	"3"	0.203436717736424
"83"	"OK"	"negbinomial.size"	0.000325812077385027	0.0527737056429434	"ITM2B"	"2"	0.295040547577787
"84"	"OK"	"negbinomial.size"	0.00033671266589673	0.0538900604799481	"STK17B"	"3"	0.126725885223751
"85"	"OK"	"negbinomial.size"	0.000345312542625497	0.053981183989037	"BTG1"	"3"	0.30073436309556
"86"	"OK"	"negbinomial.size"	0.000345111265238006	0.053981183989037	"TOMM7"	"2"	0.227965249230469
"87"	"OK"	"negbinomial.size"	0.000353234092501759	0.0544907393423848	"ARID5A"	"3"	0.18594326905476
"88"	"OK"	"negbinomial.size"	0.000356837192538544	0.0544907393423848	"GRIPAP1"	"3"	0.171338077444831
"89"	"OK"	"negbinomial.size"	0.000360731612724803	0.0544907393423848	"TNFAIP3"	"1"	0.145232202409887
"90"	"OK"	"negbinomial.size"	0.000379492068951504	0.056687681944267	"NUDT16L1"	"1"	0.157974826094199
"91"	"OK"	"negbinomial.size"	0.000397991964458014	0.0587978458260829	"CRYBB1"	"2"	0.262550824862536
"92"	"OK"	"negbinomial.size"	0.000421295568219438	0.0615641045558926	"ACIN1"	"1"	0.322695007769496
"93"	"OK"	"negbinomial.size"	0.000432003262954263	0.0624500200769582	"YTHDC1"	"3"	0.428638307468955
"94"	"OK"	"negbinomial.size"	0.000451244617487957	0.0631930483073759	"CST3"	"2"	0.144349553331333
"95"	"OK"	"negbinomial.size"	0.000446390461852046	0.0631930483073759	"LGMN"	"2"	0.35446083096855
"96"	"OK"	"negbinomial.size"	0.000447479856483947	0.0631930483073759	"PRPF38B"	"2"	0.413649851050492
"97"	"OK"	"negbinomial.size"	0.000463398076777238	0.0642260179813731	"PKN2"	"1"	0.206011680961475
"98"	"OK"	"negbinomial.size"	0.000475784112479363	0.0647979687407325	"EMC7"	"1"	0.183149054817837
"99"	"OK"	"negbinomial.size"	0.000481984295899528	0.0647979687407325	"RNF130"	"1"	0.278651704286599
"100"	"OK"	"negbinomial.size"	0.000479576961767098	0.0647979687407325	"TARS"	"3"	0.161144850544821
"101"	"OK"	"negbinomial.size"	0.000492216047123349	0.065518341955706	"ATAD2B"	"1"	0.164111164974539
"102"	"OK"	"negbinomial.size"	0.000502693278175107	0.0659861569048203	"DCAF8"	"2"	0.0954169054139115
"103"	"OK"	"negbinomial.size"	0.000505547021808724	0.0659861569048203	"DLGAP4"	"2"	0.194977427110441
"104"	"OK"	"negbinomial.size"	0.000545671858332347	0.0672706468676459	"ARFRP1"	"3"	0.201114291616062
"105"	"OK"	"negbinomial.size"	0.000543446020002677	0.0672706468676459	"DDHD1"	"3"	0.141948993942186
"106"	"OK"	"negbinomial.size"	0.000550555990575815	0.0672706468676459	"GM17087"	"1"	0.206077023515527
"107"	"OK"	"negbinomial.size"	0.000544519647174119	0.0672706468676459	"GOLGB1"	"1"	0.248040173067615
"108"	"OK"	"negbinomial.size"	0.000560408149895408	0.0672706468676459	"IRF1"	"3"	0.240824029012685
"109"	"OK"	"negbinomial.size"	0.000539764763793425	0.0672706468676459	"KIN"	"1"	0.137794190808109
"110"	"OK"	"negbinomial.size"	0.000555231679210377	0.0672706468676459	"MAN1A2"	"3"	0.247043442931912
"111"	"OK"	"negbinomial.size"	0.000560421931655485	0.0672706468676459	"MIEN1"	"1"	0.135756410196479
"112"	"OK"	"negbinomial.size"	0.000528687200958001	0.0672706468676459	"P2RY12"	"2"	0.446555222869192
"113"	"OK"	"negbinomial.size"	0.000584733995013233	0.0691791554321514	"TMEM33"	"2"	0.176205312377613
"114"	"OK"	"negbinomial.size"	0.000586612891941778	0.0691791554321514	"ZCCHC17"	"1"	0.197892178887672
"115"	"OK"	"negbinomial.size"	0.000614477716794517	0.0718351167355259	"CDC37"	"2"	0.238058635884264
"116"	"OK"	"negbinomial.size"	0.000670787704735637	0.075821942395296	"EIF1AD"	"1"	0.130136391999937
"117"	"OK"	"negbinomial.size"	0.000671140370800374	0.075821942395296	"TPP1"	"1"	0.286830463816392
"118"	"OK"	"negbinomial.size"	0.00066147555158832	0.075821942395296	"ZFP771"	"3"	0.128170139333963
"119"	"OK"	"negbinomial.size"	0.000659014174588791	0.075821942395296	"BBC3"	"3"	0.184050733441823
"120"	"OK"	"negbinomial.size"	0.000687011794227015	0.0766122674074676	"ACTR1B"	"3"	0.151839938804291
"121"	"OK"	"negbinomial.size"	0.000689533201153197	0.0766122674074676	"GM31166"	"1"	0.111646912924764
"122"	"OK"	"negbinomial.size"	0.000711531769307616	0.0768802069919155	"EFHD2"	"3"	0.37862594858529
"123"	"OK"	"negbinomial.size"	0.000704037657707467	0.0768802069919155	"GM8209"	"3"	0.131102986001759
"124"	"OK"	"negbinomial.size"	0.000714818943319654	0.0768802069919155	"NUFIP2"	"1"	0.208103615747012
"125"	"OK"	"negbinomial.size"	0.000706908112024931	0.0768802069919155	"FGL2"	"3"	0.153887378645202
"126"	"OK"	"negbinomial.size"	0.000768323917440233	0.0819789424290992	"LYZ1"	"1"	0.134272951512886
"127"	"OK"	"negbinomial.size"	0.000815902700851525	0.086370046537385	"MT1"	"3"	0.484099895345676
"128"	"OK"	"negbinomial.size"	0.000825908137458806	0.0867461640624702	"PSMC3IP"	"3"	0.145829275953366
"129"	"OK"	"negbinomial.size"	0.000856934908950891	0.088620253199506	"MAF"	"1"	0.269739624407084
"130"	"OK"	"negbinomial.size"	0.000850746616207166	0.088620253199506	"PSMD4"	"2"	0.133202765971288
"131"	"OK"	"negbinomial.size"	0.000901134014793281	0.0916419462754834	"DDX5"	"3"	0.349750783845127
"132"	"OK"	"negbinomial.size"	0.000899763689304441	0.0916419462754834	"RBM18"	"3"	0.16948946953114
"133"	"OK"	"negbinomial.size"	0.000906603604183226	0.0916419462754834	"TMED10"	"2"	0.26033282934508
"134"	"OK"	"negbinomial.size"	0.000921900187936364	0.0918076009378999	"HERC6"	"3"	0.141092161487017
"135"	"OK"	"negbinomial.size"	0.000921602831695538	0.0918076009378999	"SLC25A45"	"2"	0.214491113387537
"136"	"OK"	"negbinomial.size"	0.000963837569681045	0.0945827174218392	"CHN2"	"3"	0.143429813730154
"137"	"OK"	"negbinomial.size"	0.000962143756316139	0.0945827174218392	"GM6929"	"3"	0.0890451115657973
"138"	"OK"	"negbinomial.size"	0.000994008523069154	0.0968365984358095	"PTEN"	"2"	0.165285497740939
"139"	"OK"	"negbinomial.size"	0.00100387544467799	0.0970942552392152	"PIK3C3"	"3"	0.122691847651535
"140"	"OK"	"negbinomial.size"	0.00101173251028743	0.0971552276307446	"PDCD5.PS"	"3"	0.163820359197028
"141"	"OK"	"negbinomial.size"	0.0010191138675902	0.0971699775594516	"CTR9"	"1"	0.110203656340512
"142"	"OK"	"negbinomial.size"	0.00108187839332011	0.10242797971687	"BCL2L11"	"1"	0.137213241685987
"143"	"OK"	"negbinomial.size"	0.00109322039087442	0.102778006537872	"CDK12"	"3"	0.152704857356733
"144"	"OK"	"negbinomial.size"	0.00110098552482329	0.102789231914752	"HEXB"	"2"	0.339167211467712
"145"	"OK"	"negbinomial.size"	0.0011106899228363	0.10298010567318	"DPP7"	"3"	0.169438913459248
"146"	"OK"	"negbinomial.size"	0.00112089649584607	0.103214606096949	"GM10443"	"2"	0.213611869605272
"147"	"OK"	"negbinomial.size"	0.00120530964732124	0.11023253672508	"NOP56"	"1"	0.180058462781406
"148"	"OK"	"negbinomial.size"	0.00123887151142242	0.112536409456507	"NOP14"	"1"	0.133762212705846
"149"	"OK"	"negbinomial.size"	0.00124891825625813	0.112687631121706	"CDKN1A"	"1"	0.120757816287681
"150"	"OK"	"negbinomial.size"	0.00128693493021387	0.114427999430183	"KMT2C"	"1"	0.110292746321241
"151"	"OK"	"negbinomial.size"	0.00129374114202528	0.114427999430183	"VPS4B"	"3"	0.111822870192356
"152"	"OK"	"negbinomial.size"	0.00128799084943951	0.114427999430183	"OSM"	"3"	0.129964304042428
"153"	"OK"	"negbinomial.size"	0.00131667962008947	0.115695691584855	"ZFP106"	"1"	0.148538825277038
"154"	"OK"	"negbinomial.size"	0.00138230897576289	0.120673778377639	"DAD1"	"1"	0.0652121644986858
"155"	"OK"	"negbinomial.size"	0.00140855031789905	0.122171293379579	"H2.K1"	"3"	0.177665201589009
"156"	"OK"	"negbinomial.size"	0.0014368283524432	0.123825130578503	"CASP8"	"3"	0.224480002369119
"157"	"OK"	"negbinomial.size"	0.00147666658467171	0.125647503571686	"FBXL4"	"3"	0.172749790410716
"158"	"OK"	"negbinomial.size"	0.00146732989534889	0.125647503571686	"MTIF3"	"3"	0.158970305301539
"159"	"OK"	"negbinomial.size"	0.00148770150557515	0.125790308433662	"HSPA5"	"3"	0.224037700007351
"160"	"OK"	"negbinomial.size"	0.00153117254415221	0.128656773022389	"HCST"	"3"	0.131961648883002
"161"	"OK"	"negbinomial.size"	0.00154684427631647	0.129166300936638	"LNPK1"	"3"	0.145858615181083
"162"	"OK"	"negbinomial.size"	0.00158288023856338	0.13135951806942	"MIGA2"	"3"	0.126716106608402
"163"	"OK"	"negbinomial.size"	0.00160695602747983	0.131405141526888	"EIF1"	"3"	0.285675078482886
"164"	"OK"	"negbinomial.size"	0.00161275277833506	0.131405141526888	"H2.AA"	"3"	0.139004190956239
"165"	"OK"	"negbinomial.size"	0.00159427368616354	0.131405141526888	"TXNRD1"	"3"	0.174714281739476
"166"	"OK"	"negbinomial.size"	0.00165764770283401	0.134249492270485	"CSF1"	"3"	0.170432046347909
"167"	"OK"	"negbinomial.size"	0.00167831100598097	0.135109060864719	"1700020I14RIK"	"3"	0.147517556703426
"168"	"OK"	"negbinomial.size"	0.00168905042844618	0.135164249762086	"TM6SF1"	"2"	0.156062754515465
"169"	"OK"	"negbinomial.size"	0.00170753728356313	0.135835096095993	"IL1A"	"1"	0.221096883374532
"170"	"OK"	"negbinomial.size"	0.00172702586635926	0.136577269101964	"DNAJB11"	"2"	0.191690164417175
"171"	"OK"	"negbinomial.size"	0.0017720130205264	0.139315456420801	"HSPA8"	"3"	0.428217487387498
"172"	"OK"	"negbinomial.size"	0.00183120363563067	0.143131986496621	"DUSP6"	"3"	0.346056151109417
"173"	"OK"	"negbinomial.size"	0.00184929854921839	0.143710807489549	"SIGLECH"	"2"	0.174550484273417
"174"	"OK"	"negbinomial.size"	0.00190598002201662	0.147264341471215	"TXNDC15"	"1"	0.123362799092902
"175"	"OK"	"negbinomial.size"	0.00194039846648772	0.149066954191205	"STARD7"	"3"	0.0940349363530744
"176"	"OK"	"negbinomial.size"	0.00199554158557063	0.152432165206884	"KHDRBS1"	"3"	0.0850848125696274
"177"	"OK"	"negbinomial.size"	0.00204377616841051	0.15523461473509	"HACE1"	"3"	0.115167381818791
"178"	"OK"	"negbinomial.size"	0.00207584052460393	0.156784269734692	"NEAT1"	"3"	0.205032239727819
"179"	"OK"	"negbinomial.size"	0.0021241547888777	0.159537078109898	"THOC7"	"1"	0.0882115828246419
"180"	"OK"	"negbinomial.size"	0.00217020001274352	0.161194303708972	"CCDC6"	"3"	0.0935994144320679
"181"	"OK"	"negbinomial.size"	0.0021598599024303	0.161194303708972	"LACTB"	"1"	0.180710242922534
"182"	"OK"	"negbinomial.size"	0.00218340132823066	0.161283777234797	"G530011O06RIK"	"1"	0.142467627833528
"183"	"OK"	"negbinomial.size"	0.0022068923902897	0.162128203798114	"ZYX"	"1"	0.118498725177725
"184"	"OK"	"negbinomial.size"	0.00225975440541828	0.164570208186608	"GM14747"	"1"	0.0928552452308002
"185"	"OK"	"negbinomial.size"	0.00228909765924544	0.164570208186608	"PLEKHO2"	"1"	0.0897638466585623
"186"	"OK"	"negbinomial.size"	0.00228013291858281	0.164570208186608	"PURA"	"2"	0.207379695667621
"187"	"OK"	"negbinomial.size"	0.00227192548898047	0.164570208186608	"TEP1"	"1"	0.122225472614427
"188"	"OK"	"negbinomial.size"	0.00239210984441033	0.167196347203629	"FCRLS"	"2"	0.334943881552685
"189"	"OK"	"negbinomial.size"	0.00238746838721842	0.167196347203629	"GM43973"	"3"	0.102115817223224
"190"	"OK"	"negbinomial.size"	0.00240276981104598	0.167196347203629	"GM6142"	"1"	0.117859001316645
"191"	"OK"	"negbinomial.size"	0.00238311330080597	0.167196347203629	"GM6210"	"3"	0.105804721317515
"192"	"OK"	"negbinomial.size"	0.00235469142166834	0.167196347203629	"PIP5K1C"	"3"	0.149967833457774
"193"	"OK"	"negbinomial.size"	0.00239814065495955	0.167196347203629	"PYROXD1"	"2"	0.00476934501419447
"194"	"OK"	"negbinomial.size"	0.0024126815945778	0.167196347203629	"STXBP3.PS"	"3"	0.110286188019932
"195"	"OK"	"negbinomial.size"	0.0024395247558779	0.168189593938577	"ESF1"	"3"	0.0835076886665674
"196"	"OK"	"negbinomial.size"	0.00248405858299267	0.170386140764048	"GHITM"	"3"	0.108696860993198
"197"	"OK"	"negbinomial.size"	0.00252162591003501	0.172084968195486	"TPT1.PS6"	"1"	0.0936505695995516
"198"	"OK"	"negbinomial.size"	0.00254585103985296	0.172860714039309	"PDIK1L"	"3"	0.130357902143121
"199"	"OK"	"negbinomial.size"	0.00265278632818036	0.179216378874657	"LIMA1"	"1"	0.0971753542159068
"200"	"OK"	"negbinomial.size"	0.0028237400975517	0.183393052519252	"ARID4A"	"3"	0.114494044450783
"201"	"OK"	"negbinomial.size"	0.00280138147178461	0.183393052519252	"BTRC"	"3"	0.118764813449814
"202"	"OK"	"negbinomial.size"	0.00281257232417169	0.183393052519252	"CD63"	"3"	0.357384341382279
"203"	"OK"	"negbinomial.size"	0.00276770286284886	0.183393052519252	"GM8909"	"3"	0.0451793654812588
"204"	"OK"	"negbinomial.size"	0.00278955650570897	0.183393052519252	"IFRD1"	"1"	0.0739935103311131
"205"	"OK"	"negbinomial.size"	0.00282361662232273	0.183393052519252	"MIF4GD"	"1"	0.0896600323893159
"206"	"OK"	"negbinomial.size"	0.00275622256030273	0.183393052519252	"NFE2L2"	"3"	0.353823191689604
"207"	"OK"	"negbinomial.size"	0.00279742497415814	0.183393052519252	"E230029C05RIK"	"2"	0.217412153061244
"208"	"OK"	"negbinomial.size"	0.00284654043419077	0.183985046140677	"PLEKHA1"	"2"	0.135282800985496
"209"	"OK"	"negbinomial.size"	0.00288070453150853	0.184302843496662	"GXYLT1"	"1"	0.0740037071049556
"210"	"OK"	"negbinomial.size"	0.00289258405071375	0.184302843496662	"NEURL3"	"2"	0.0794118052873415
"211"	"OK"	"negbinomial.size"	0.00286872169421751	0.184302843496662	"ROGDI"	"2"	0.156053667832335
"212"	"OK"	"negbinomial.size"	0.00294819765857667	0.185247015408476	"ARHGAP25"	"2"	0.162235627614581
"213"	"OK"	"negbinomial.size"	0.00296382955662727	0.185247015408476	"GM6060"	"1"	0.0873791471567956
"214"	"OK"	"negbinomial.size"	0.00295207866290729	0.185247015408476	"IRF8"	"3"	0.287947750291187
"215"	"OK"	"negbinomial.size"	0.00297629837312041	0.185247015408476	"MAP1S"	"1"	0.0963619288486623
"216"	"OK"	"negbinomial.size"	0.00295121572236578	0.185247015408476	"THRAP3"	"3"	0.195723995959275
"217"	"OK"	"negbinomial.size"	0.00302759317563773	0.187571256466699	"LARP7"	"1"	0.126779675855377
"218"	"OK"	"negbinomial.size"	0.00308005644582067	0.189946233291803	"GM5547"	"3"	0.10410900081966
"219"	"OK"	"negbinomial.size"	0.00311673381977256	0.191330454214714	"GM26532"	"1"	0.0865715450271835
"220"	"OK"	"negbinomial.size"	0.00318438978143083	0.191977292473346	"CRYL1"	"3"	0.126350652621973
"221"	"OK"	"negbinomial.size"	0.00317823825443269	0.191977292473346	"GPALPP1"	"1"	0.0922933618055037
"222"	"OK"	"negbinomial.size"	0.00315846332304708	0.191977292473346	"H2.AB1"	"1"	0.235366122598266
"223"	"OK"	"negbinomial.size"	0.00314905731119844	0.191977292473346	"SLC2A5"	"2"	0.278619760952218
"224"	"OK"	"negbinomial.size"	0.00322985894211627	0.193506224250743	"CD68"	"3"	0.340972437998135
"225"	"OK"	"negbinomial.size"	0.00323853767155736	0.193506224250743	"DOT1L"	"3"	0.0906016919325167
"226"	"OK"	"negbinomial.size"	0.00332530605835857	0.196940152636884	"IFITM10"	"3"	0.114399114095106
"227"	"OK"	"negbinomial.size"	0.00331866015318005	0.196940152636884	"TRPC4AP"	"2"	0.118334523808223
"228"	"OK"	"negbinomial.size"	0.00336108201172247	0.19818590598946	"MFAP1B"	"3"	0.0972068492295184
"229"	"OK"	"negbinomial.size"	0.00340110772409463	0.198802140185775	"HPRT"	"1"	0.146317012351049
"230"	"OK"	"negbinomial.size"	0.00339998790990571	0.198802140185775	"MAN1C1"	"1"	0.112652411930616
"231"	"OK"	"negbinomial.size"	0.00341916446308899	0.198992411436227	"NIT1"	"3"	0.0856510606643778
"232"	"OK"	"negbinomial.size"	0.00344969685057062	0.199903984737377	"PBXIP1"	"3"	0.117024149461648
"233"	"OK"	"negbinomial.size"	0.00348652020135187	0.201170719257402	"GM5160"	"1"	0.223243791725546
"234"	"OK"	"negbinomial.size"	0.00355834724059107	0.204193394950398	"FTH1"	"3"	0.270683205332692
"235"	"OK"	"negbinomial.size"	0.00358238509646675	0.204193394950398	"GADD45GIP1"	"2"	0.142460751914274
"236"	"OK"	"negbinomial.size"	0.00358447197324412	0.204193394950398	"GTF2B"	"3"	0.144937203468994
"237"	"OK"	"negbinomial.size"	0.00360094053758422	0.204198281163386	"GM10269"	"1"	0.138712850125033
"238"	"OK"	"negbinomial.size"	0.00361493535531731	0.204198281163386	"RABGGTB"	"3"	0.13410345216636
"239"	"OK"	"negbinomial.size"	0.00364984425265161	0.205307557040369	"GM4734"	"3"	0.119848831855392
"240"	"OK"	"negbinomial.size"	0.00381252225448532	0.213564788288753	"ADRB2"	"3"	0.267514662284479
"241"	"OK"	"negbinomial.size"	0.0039117527686701	0.218214125402493	"RNF115"	"3"	0.0920360252802916
"242"	"OK"	"negbinomial.size"	0.0039308957098352	0.218375875714977	"ILDR2"	"3"	0.101444283094979
"243"	"OK"	"negbinomial.size"	0.00399388883123632	0.220962310482062	"ITPRIPL1"	"3"	0.107815126190803
